id,nombre,fecha_nacimiento,email,telefono,direcciones,riesgo_acumulado,rol
6048dd12-35b3-41d5-87b5-6aec4e725ffe,Cliente_1566,1987-02-24,cliente_1566@test.org,+98-709-7964384,"[""Calle Falsa 289""]",45.16,regular
4ae80df3-b485-42ae-85fd-7b36a5956ab2,Cliente_1567,1962-09-07,cliente_1567@test.org,+36-915-1912255,"[""Calle del Sol 614""]",87.09,regular
b54a3f38-f919-4617-b964-c504f5a8354c,Cliente_1568,1981-05-20,cliente_1568@test.org,+84-604-8503206,"[""Calle del Sol 290""]",99.14,regular
2570815e-bed1-44b4-bcdf-80d222e3e988,Cliente_1569,1993-10-03,cliente_1569@example.com,+14-967-7580299,"[""Calle del Sol 404""]",86.58,regular
d4f495ef-2d57-4197-ad6a-2217f3310ce0,Cliente_1570,1990-07-03,cliente_1570@example.com,+39-801-2417254,"[""Calle del Sol 635""]",49.09,regular
d76774e4-7362-4dd9-8287-5844074f1e0a,Cliente_1571,2000-08-30,cliente_1571@mail.com,+22-745-8371327,"[""Av. Siempre Viva 415""]",45.84,regular
f63ffa84-8d27-4e10-ad59-5330d0b6862d,Cliente_1572,1993-07-20,cliente_1572@example.com,+63-113-5995025,"[""Calle Falsa 100""]",41.24,regular
72d9d7c4-504d-437c-8e52-bf42e246b46a,Cliente_1573,1973-01-25,cliente_1573@test.org,+56-165-8500934,"[""Calle Falsa 115""]",30.5,regular
6b04a88f-841d-42f0-8a7c-b4b01760125f,Cliente_1574,1951-09-05,cliente_1574@test.org,+95-748-2410114,"[""Av. Siempre Viva 904""]",84.89,regular
70e998da-db53-4150-b107-5ce9c2c1438e,Cliente_1575,1992-09-19,cliente_1575@test.org,+93-914-2613162,"[""Av. Los Pinos 734""]",7.34,regular
4bfc50f2-d92d-4070-80a1-6c2ce0fbd477,Cliente_1576,1964-05-14,cliente_1576@mail.com,+59-111-9653685,"[""Av. Siempre Viva 908""]",15.4,regular
b9b38ee8-bca4-44f2-a65a-78c82f820c7c,Cliente_1577,1963-12-16,cliente_1577@mail.com,+92-584-1343937,"[""Calle del Sol 373""]",46.36,regular
b4730b1e-af2c-4cee-893c-e64476546f60,Cliente_1578,1952-09-15,cliente_1578@example.com,+82-260-8077016,"[""Calle Falsa 178""]",25.4,regular
12bf8f06-ffab-4cb2-89c7-2c9f83869172,Cliente_1579,1971-10-07,cliente_1579@mail.com,+71-478-7818404,"[""Av. Siempre Viva 311""]",13.56,regular
d6a91195-91e6-4bb2-a067-19f204a8a0d3,Cliente_1580,1981-06-04,cliente_1580@mail.com,+26-102-6561935,"[""Calle Falsa 943""]",60.21,regular
67265bc9-d4e7-4454-b386-40a298e29417,Cliente_1581,1981-04-23,cliente_1581@mail.com,+33-323-2794508,"[""Av. Siempre Viva 664""]",3.57,regular
55a0793f-cb7d-4bf2-a585-034e110e0567,Cliente_1582,1972-06-19,cliente_1582@mail.com,+18-998-9512599,"[""Av. Los Pinos 931""]",38.95,regular
24e3ae3f-4c30-45c1-a2ff-ecb53015c4d0,Cliente_1583,1955-07-02,cliente_1583@test.org,+65-724-2114014,"[""Av. Los Pinos 729""]",47.6,regular
c4710510-d33d-4b44-8e8d-70c548f9f251,Cliente_1584,1989-07-08,cliente_1584@example.com,+33-716-8362685,"[""Calle Falsa 381""]",97.95,regular
8bd63535-68ba-4c1d-bad4-9fbff4a71be7,Cliente_1585,1985-08-07,cliente_1585@test.org,+78-262-9174230,"[""Calle Falsa 551""]",25.96,regular
65b23c3f-d34d-4270-9e6e-0597a6e030bd,Cliente_1586,1991-04-06,cliente_1586@example.com,+93-669-1731671,"[""Av. Siempre Viva 296""]",87.33,regular
b600d43e-c04a-4e33-8b9a-bdf8443abd61,Cliente_1587,1950-09-24,cliente_1587@example.com,+49-641-3090210,"[""Av. Siempre Viva 807""]",3.93,regular
f781a654-a0d8-4694-ab5c-828275fadb3d,Cliente_1588,1957-02-05,cliente_1588@test.org,+36-385-5074691,"[""Calle del Sol 892""]",51.46,regular
dda16f3a-b08f-46ff-b253-9f9cfca9ae83,Cliente_1589,1982-04-15,cliente_1589@test.org,+31-455-3145495,"[""Av. Los Pinos 326""]",10.37,regular
0ce218b7-db6f-4a2a-a062-2057c489b87d,Cliente_1590,1994-04-04,cliente_1590@test.org,+21-954-7751760,"[""Av. Los Pinos 847""]",8.97,regular
aed263ab-1062-4f09-86f7-aa468d969e19,Cliente_1591,1973-08-25,cliente_1591@mail.com,+76-774-4848072,"[""Calle Falsa 700""]",54.16,regular
156c7cef-157b-47a7-91f5-acb28e6b1c60,Cliente_1592,1979-05-01,cliente_1592@test.org,+13-634-1713273,"[""Av. Los Pinos 830""]",89.91,regular
2f9bd06e-7cd1-4ca3-a15b-9f4d733a4ab4,Cliente_1593,1999-02-05,cliente_1593@example.com,+78-286-3998422,"[""Calle del Sol 409""]",18.78,regular
bd86b2ee-b04f-4059-b1be-3a6ff57e1011,Cliente_1594,1963-03-30,cliente_1594@example.com,+67-303-2334561,"[""Calle Falsa 124""]",93.04,regular
cb943e89-06ba-4971-ba79-f3371aecfb33,Cliente_1595,1986-07-08,cliente_1595@test.org,+22-446-6603846,"[""Av. Siempre Viva 926""]",2.22,regular
7b8025aa-9828-4d01-8123-b4f60118a084,Cliente_1596,1973-03-19,cliente_1596@test.org,+4-356-6021339,"[""Calle Falsa 961""]",7.18,regular
5d270e7e-2e8a-4176-906a-fb965c708d2d,Cliente_1597,1973-12-03,cliente_1597@test.org,+44-458-1907722,"[""Calle del Sol 517""]",42.86,regular
815e39e2-4e78-41db-9564-b41a6e5f57b8,Cliente_1598,1977-05-06,cliente_1598@test.org,+69-340-6992292,"[""Av. Los Pinos 707""]",78.7,regular
5e097b09-07b6-4eb9-aab7-2f4374dbd5f3,Cliente_1599,1963-06-23,cliente_1599@test.org,+80-194-3754955,"[""Av. Siempre Viva 697""]",66.9,regular
36e37fcc-a3a5-4db1-ade3-b4a0a1ced3ed,Cliente_1600,1953-07-20,cliente_1600@test.org,+99-719-6999769,"[""Av. Siempre Viva 52""]",99.05,regular
5ef3b79e-c698-429d-b0ea-d77d86d96d5a,Cliente_1601,1990-06-14,cliente_1601@mail.com,+75-636-6032849,"[""Av. Los Pinos 265""]",34.0,regular
86af7d60-2a8e-4736-b250-63fcfe36bc21,Cliente_1602,1957-08-30,cliente_1602@test.org,+19-810-7970214,"[""Av. Siempre Viva 717""]",70.02,regular
b347b8df-2e05-471e-a3cb-1810770e48cf,Cliente_1603,1991-12-09,cliente_1603@example.com,+18-164-6492712,"[""Calle Falsa 67""]",94.4,regular
91943e07-c134-4f51-9a7c-3dc9862ddd9e,Cliente_1604,1995-12-21,cliente_1604@example.com,+90-282-3114970,"[""Calle del Sol 847""]",38.18,regular
3fba2bb0-acee-4da6-96e5-b40eff83f549,Cliente_1605,1992-10-12,cliente_1605@example.com,+54-794-5481721,"[""Calle del Sol 23""]",92.57,regular
a02e2f19-4831-4b7a-ae58-89bbcd5e9b72,Cliente_1606,1961-02-06,cliente_1606@test.org,+34-763-5709851,"[""Av. Los Pinos 203""]",7.33,regular
f4218cea-7e2c-44ac-bfce-f4e33af379fb,Cliente_1607,1978-03-06,cliente_1607@mail.com,+39-286-9213828,"[""Calle del Sol 773""]",77.69,regular
424129e3-21c5-49a8-b397-bdda9f0e2308,Cliente_1608,1990-03-04,cliente_1608@test.org,+82-405-7888668,"[""Av. Los Pinos 968""]",16.87,regular
976a57a4-9923-4308-8712-8741d1ee2a0c,Cliente_1609,1991-06-15,cliente_1609@test.org,+7-469-5950861,"[""Av. Los Pinos 903""]",72.92,regular
0ae044ee-dbb3-4c32-87c5-ccf2bdc857f5,Cliente_1610,1971-04-05,cliente_1610@test.org,+5-263-8954746,"[""Av. Siempre Viva 579""]",29.42,regular
8995cb73-45a3-4f66-b6d3-5336c9826d95,Cliente_1611,1990-07-23,cliente_1611@example.com,+44-137-7986482,"[""Av. Siempre Viva 282""]",45.78,regular
dbfd2320-1b43-4c91-a8b5-743209413b68,Cliente_1612,1967-11-01,cliente_1612@example.com,+88-459-5569840,"[""Av. Siempre Viva 958""]",24.08,regular
0937dd8e-b8b6-46ae-a83f-ab93ffe86b98,Cliente_1613,1957-07-06,cliente_1613@mail.com,+5-334-3629424,"[""Calle del Sol 206""]",23.86,regular
8f4fde57-1263-4625-b6d4-6567571de66e,Cliente_1614,1980-04-17,cliente_1614@example.com,+76-305-4609271,"[""Calle Falsa 139""]",24.42,regular
9acd70af-949a-467c-959b-34d24be86888,Cliente_1615,1962-03-13,cliente_1615@example.com,+12-501-1449749,"[""Calle del Sol 720""]",57.26,regular
8f3a45f8-e22f-445a-879d-73d39c54885a,Cliente_1616,1961-07-29,cliente_1616@test.org,+56-317-3582637,"[""Calle del Sol 669""]",40.75,regular
58a62446-3e3f-4754-8a77-47b21404387c,Cliente_1617,1954-05-31,cliente_1617@test.org,+39-141-7075290,"[""Calle del Sol 933""]",68.43,regular
15d06878-acd7-4f2e-aa15-f61c41a4b41c,Cliente_1618,1968-02-02,cliente_1618@example.com,+38-538-4932625,"[""Calle Falsa 358""]",51.22,regular
21a70f91-94ef-4b11-a3b6-287824fafe38,Cliente_1619,1958-12-17,cliente_1619@mail.com,+66-412-6830768,"[""Calle Falsa 348""]",30.12,regular
671de83b-1ee0-46d0-8f6c-6515b987a816,Cliente_1620,1999-11-28,cliente_1620@test.org,+51-260-8272515,"[""Av. Siempre Viva 369""]",60.78,regular
75e8973a-18f6-44b8-81db-0eca92952dca,Cliente_1621,1997-03-21,cliente_1621@mail.com,+98-320-7562231,"[""Calle Falsa 940""]",45.24,regular
6f9abb4b-a91c-44b7-811d-98be3d8ee54a,Cliente_1622,1994-12-12,cliente_1622@mail.com,+67-841-3402621,"[""Av. Los Pinos 808""]",55.68,regular
c25e39c9-922f-473d-97b1-8e42c5c5aa01,Cliente_1623,1990-01-17,cliente_1623@mail.com,+49-404-1558627,"[""Av. Los Pinos 445""]",26.84,regular
a810b273-b8b8-455d-8742-3a3401b8e31b,Cliente_1624,1995-12-12,cliente_1624@example.com,+68-254-2311878,"[""Av. Los Pinos 117""]",11.72,regular
af64d9bc-5cc6-4962-86b5-9ac31899e354,Cliente_1625,1995-03-07,cliente_1625@mail.com,+70-808-3990787,"[""Calle Falsa 106""]",22.84,regular
60f5ea63-3a3d-4440-b299-a2f73cc21bef,Cliente_1626,1978-07-23,cliente_1626@mail.com,+14-764-1119841,"[""Av. Siempre Viva 375""]",28.82,regular
7cebf6b0-e115-4030-8205-c8bf93094d27,Cliente_1627,1953-07-27,cliente_1627@test.org,+82-637-8373839,"[""Av. Los Pinos 57""]",98.98,regular
0e2c6b74-5323-453d-a641-78ad2ce73117,Cliente_1628,1985-07-17,cliente_1628@example.com,+62-642-4290235,"[""Av. Siempre Viva 436""]",15.74,regular
cbac2840-60dc-4b2b-ac50-095a38f0830b,Cliente_1629,1998-12-10,cliente_1629@test.org,+70-901-5324991,"[""Av. Siempre Viva 693""]",94.86,regular
9637e45e-5dd9-4a8d-88f6-8b501eb4ff61,Cliente_1630,1990-10-21,cliente_1630@test.org,+5-242-4478025,"[""Av. Los Pinos 834""]",38.64,regular
6d837d15-1096-44cf-80c3-c32f81d058e1,Cliente_1631,1982-12-31,cliente_1631@mail.com,+95-552-3842648,"[""Av. Los Pinos 233""]",54.43,regular
b24f44be-011e-4478-ba81-8016cd673940,Cliente_1632,1960-11-28,cliente_1632@mail.com,+68-318-9862230,"[""Calle Falsa 401""]",51.28,regular
c1e1d7b8-104e-4460-a174-a6dbfe32b92b,Cliente_1633,1987-01-11,cliente_1633@example.com,+37-209-1909651,"[""Av. Los Pinos 85""]",99.95,regular
aa267e35-87f2-41bc-980a-5c1d0ae3a3a4,Cliente_1634,1967-12-19,cliente_1634@mail.com,+58-152-2466425,"[""Calle del Sol 578""]",75.03,regular
c79d668f-210b-4f84-b3e7-14fb78a1b0af,Cliente_1635,1991-10-23,cliente_1635@example.com,+76-450-5474991,"[""Av. Siempre Viva 717""]",3.87,regular
48150f6d-1541-4931-a9a4-fdcb681271b0,Cliente_1636,1996-06-23,cliente_1636@example.com,+97-561-8792242,"[""Calle Falsa 145""]",45.82,regular
54c746dc-9903-419a-bf8c-da9f05cb10a6,Cliente_1637,1968-11-13,cliente_1637@test.org,+26-260-7680569,"[""Av. Siempre Viva 151""]",31.12,regular
7424bcf4-6506-48c4-8b04-4b8852b69070,Cliente_1638,1999-02-19,cliente_1638@mail.com,+85-462-7661889,"[""Av. Siempre Viva 534""]",59.97,regular
1605727c-9e0a-4419-8d7f-2a81dec5ee47,Cliente_1639,2000-02-16,cliente_1639@test.org,+32-600-8205321,"[""Av. Siempre Viva 682""]",45.51,regular
560087ad-c120-47ef-8074-82afead07bd3,Cliente_1640,1974-04-02,cliente_1640@example.com,+73-745-4024751,"[""Av. Los Pinos 677""]",28.7,regular
00b547ac-1d27-4bc9-a52f-429b92d73e48,Cliente_1641,1973-05-05,cliente_1641@mail.com,+74-323-6475796,"[""Av. Los Pinos 110""]",24.06,regular
04fc2ee2-4771-45fd-9256-33494828c7c5,Cliente_1642,1997-10-31,cliente_1642@mail.com,+7-786-8985474,"[""Calle Falsa 662""]",2.22,regular
08de0be5-99b0-4dac-a6db-f4b396007d05,Cliente_1643,1965-10-02,cliente_1643@example.com,+83-909-3518019,"[""Av. Los Pinos 412""]",99.02,regular
f42c67ba-108a-4d87-b372-b53c068be87e,Cliente_1644,1988-06-03,cliente_1644@test.org,+72-774-7597255,"[""Calle del Sol 811""]",37.24,regular
5f2a7550-eae6-4faa-800a-47b43d5997cb,Cliente_1645,1986-12-16,cliente_1645@test.org,+24-254-9258794,"[""Calle del Sol 667""]",60.73,regular
def5b83e-fdca-40cf-98de-a5bd38218763,Cliente_1646,1968-04-08,cliente_1646@mail.com,+71-248-5438893,"[""Calle Falsa 915""]",68.38,regular
feb9e064-c25b-4c31-a8ad-06d31564cc28,Cliente_1647,1997-07-04,cliente_1647@mail.com,+12-821-9774189,"[""Av. Los Pinos 862""]",42.85,regular
1744e8d3-c053-42ed-b564-7559a891082f,Cliente_1648,1954-03-22,cliente_1648@test.org,+23-841-5264719,"[""Av. Siempre Viva 917""]",67.72,regular
fb4b1737-1cc5-48a2-ad6d-0358af0febd2,Cliente_1649,1988-09-27,cliente_1649@mail.com,+90-384-6559457,"[""Calle Falsa 764""]",94.19,regular
3cc63513-202a-42fb-8beb-57a144888dc6,Cliente_1650,1966-04-04,cliente_1650@example.com,+6-936-9725761,"[""Calle Falsa 368""]",47.79,regular
fb3e47ad-98df-4573-8b96-8a3dbc3be2bd,Cliente_1651,1996-07-26,cliente_1651@mail.com,+82-216-6478321,"[""Av. Siempre Viva 799""]",62.29,regular
09eb79a3-567b-43f7-b108-af9edbde28d5,Cliente_1652,1999-05-17,cliente_1652@example.com,+46-198-8102456,"[""Calle del Sol 233""]",95.58,regular
5c97600c-25c6-43ab-bfff-6026bd50d7ab,Cliente_1653,1970-12-02,cliente_1653@example.com,+57-196-3173192,"[""Av. Siempre Viva 807""]",27.83,regular
808c996e-c423-4a15-8059-74f2eb090835,Cliente_1654,1958-12-24,cliente_1654@example.com,+29-711-9536525,"[""Calle Falsa 401""]",71.42,regular
21b69ea9-ac8c-4673-84fe-c801179f58f8,Cliente_1655,1967-09-04,cliente_1655@test.org,+50-502-6071386,"[""Av. Siempre Viva 116""]",54.4,regular
e0e44e90-247b-4fb2-8e8f-dfebfb947c94,Cliente_1656,1988-11-23,cliente_1656@mail.com,+5-321-6578928,"[""Calle Falsa 293""]",94.64,regular
363bd8bb-cdd6-4632-a9c3-6b1662cb69d8,Cliente_1657,1979-01-27,cliente_1657@example.com,+81-209-3808761,"[""Calle del Sol 285""]",96.11,regular
80b1a674-72cc-4e4d-99e4-a768c64e0692,Cliente_1658,1963-02-06,cliente_1658@example.com,+7-259-4006441,"[""Calle Falsa 662""]",20.82,regular
aad5896b-dd49-4ccf-8359-2126d33f4369,Cliente_1659,1955-01-06,cliente_1659@test.org,+68-402-6636474,"[""Calle Falsa 392""]",98.46,regular
332a7367-a785-4f76-99bd-5b0873589589,Cliente_1660,1986-01-08,cliente_1660@example.com,+44-737-1498054,"[""Av. Siempre Viva 266""]",89.21,regular
e418fbc8-9f9c-44d2-90b9-c3b589cab3ce,Cliente_1661,1981-09-14,cliente_1661@test.org,+26-774-5055263,"[""Calle Falsa 653""]",56.54,regular
14a4f961-dea6-4d9d-8181-c51def451e3b,Cliente_1662,1973-10-29,cliente_1662@example.com,+77-124-3105663,"[""Calle Falsa 132""]",56.11,regular
3ccf454a-de53-43f7-a880-2a9b49392f0b,Cliente_1663,1951-06-26,cliente_1663@example.com,+14-742-6578666,"[""Av. Siempre Viva 218""]",58.27,regular
12da9083-9416-4702-81f5-903388fbee56,Cliente_1664,1986-05-02,cliente_1664@test.org,+34-658-4289484,"[""Calle del Sol 726""]",95.28,regular
90ca0895-c0f1-4850-9506-dd0a96a2322a,Cliente_1665,1964-07-02,cliente_1665@test.org,+92-630-9814942,"[""Calle del Sol 156""]",29.14,regular
de24104e-5990-4575-9141-00e28ce2db56,Cliente_1666,1988-01-29,cliente_1666@mail.com,+58-182-2854182,"[""Calle Falsa 592""]",13.02,regular
111da9d4-321e-4d72-bcc7-5a5b8ae0fec2,Cliente_1667,1966-10-21,cliente_1667@test.org,+11-766-8786099,"[""Calle Falsa 671""]",70.59,regular
b4c08bdd-0233-4f3b-a52c-a8198ffd2ffa,Cliente_1668,2000-06-03,cliente_1668@mail.com,+70-641-8377632,"[""Calle Falsa 5""]",44.33,regular
8712555f-08ad-4f23-85f2-c31a32ec313d,Cliente_1669,1976-10-12,cliente_1669@example.com,+48-854-5477056,"[""Av. Los Pinos 484""]",27.2,regular
b9fce37a-90b4-4dd9-b901-2869155ede88,Cliente_1670,1960-06-06,cliente_1670@mail.com,+45-473-1190220,"[""Av. Los Pinos 398""]",92.22,regular
951eca7b-b18b-429c-ba1b-f6fbd1c61601,Cliente_1671,1953-04-29,cliente_1671@example.com,+78-718-9184655,"[""Calle Falsa 519""]",11.28,regular
664aa117-40d8-4ec5-b1ed-0f356fed88a5,Cliente_1672,1997-10-06,cliente_1672@example.com,+22-794-9154462,"[""Av. Los Pinos 816""]",3.02,regular
2498e7ec-bf45-4ba3-9a26-ed464d588734,Cliente_1673,1972-05-28,cliente_1673@mail.com,+3-810-1814744,"[""Calle del Sol 392""]",17.28,regular
da3c73c5-20e5-40ca-b2a7-28169fa1421d,Cliente_1674,1986-09-21,cliente_1674@example.com,+98-223-4007099,"[""Calle del Sol 178""]",99.6,regular
7f72bfd3-62f9-4cf5-859d-44505b1fcc13,Cliente_1675,1987-11-11,cliente_1675@mail.com,+1-663-8344153,"[""Calle del Sol 587""]",46.89,regular
1042f436-f266-472a-a9b4-afff851ee5c9,Cliente_1676,1983-04-16,cliente_1676@mail.com,+77-856-1305637,"[""Calle del Sol 766""]",24.28,regular
928dc9b3-2611-4c77-95c6-5fae7da43a82,Cliente_1677,1983-04-22,cliente_1677@test.org,+65-469-9890427,"[""Calle Falsa 757""]",68.69,regular
aec4e3b1-396c-4448-92c6-d72df7fe3b5d,Cliente_1678,1976-04-14,cliente_1678@test.org,+60-212-5448471,"[""Av. Los Pinos 180""]",27.62,regular
68a1974c-4878-440b-8ae4-83355ff7133e,Cliente_1679,1983-05-12,cliente_1679@example.com,+73-317-9254129,"[""Av. Los Pinos 393""]",29.15,regular
fbd8e939-8185-4be2-9fc0-c41be7d8c639,Cliente_1680,1955-03-15,cliente_1680@example.com,+14-522-8252045,"[""Calle del Sol 257""]",98.44,regular
e98d9314-6b1b-4e08-b4bf-5f041f390121,Cliente_1681,1989-01-24,cliente_1681@test.org,+5-219-2554213,"[""Calle Falsa 890""]",10.5,regular
9cbbb47b-2a8a-4b9f-b781-e2a8d9f4ef75,Cliente_1682,1966-04-13,cliente_1682@example.com,+20-126-6892324,"[""Calle Falsa 197""]",75.37,regular
0a27783a-0e2d-4729-a918-a2c00a53316e,Cliente_1683,1962-10-05,cliente_1683@mail.com,+21-722-6154572,"[""Calle del Sol 251""]",93.37,regular
532032e3-ea40-42a0-8e9c-a748e782ffd7,Cliente_1684,2000-06-13,cliente_1684@mail.com,+50-899-2629374,"[""Av. Siempre Viva 157""]",29.03,regular
9cf3786d-964c-4643-8b69-d8a5b0b7da09,Cliente_1685,1963-11-06,cliente_1685@test.org,+42-676-5056672,"[""Av. Los Pinos 677""]",86.87,regular
6dbb595e-fad3-440b-be45-30e9e74d769f,Cliente_1686,1968-04-11,cliente_1686@test.org,+71-829-1486379,"[""Calle del Sol 223""]",32.82,regular
3cf9e136-0e9d-48bd-a537-0fe541bcc3c9,Cliente_1687,1966-04-11,cliente_1687@mail.com,+85-848-1775876,"[""Av. Los Pinos 935""]",67.32,regular
c212622d-d5d3-4d19-b6f8-b1f500351574,Cliente_1688,1955-01-17,cliente_1688@mail.com,+99-877-2941460,"[""Av. Los Pinos 312""]",75.77,regular
ac02f92b-45bb-4649-af0f-5f093bf097d4,Cliente_1689,1967-09-03,cliente_1689@test.org,+86-727-9989024,"[""Calle Falsa 227""]",43.64,regular
18452ddb-daca-48cc-9393-c9550877fc95,Cliente_1690,1994-11-24,cliente_1690@test.org,+80-308-7766689,"[""Calle del Sol 423""]",52.35,regular
632d39d6-fcbf-4580-9c35-da1a96b7c0dc,Cliente_1691,1955-01-23,cliente_1691@test.org,+65-305-7552698,"[""Calle del Sol 35""]",59.2,regular
a8cefaa7-d1ad-4793-af9a-c1547bde0666,Cliente_1692,1955-08-27,cliente_1692@test.org,+23-580-3537590,"[""Calle Falsa 71""]",92.98,regular
c6ec4d69-a76d-4fa5-b426-75e3616cd1ce,Cliente_1693,1971-11-18,cliente_1693@example.com,+91-783-2512947,"[""Calle del Sol 648""]",11.77,regular
90c990ff-b148-43fb-9fea-fb7830babc4e,Cliente_1694,1999-08-30,cliente_1694@example.com,+32-191-9580349,"[""Av. Siempre Viva 780""]",64.08,regular
7da7eedf-b074-4f50-baa1-c53cbd8b1a14,Cliente_1695,1955-11-02,cliente_1695@example.com,+13-421-8109844,"[""Calle Falsa 713""]",83.39,regular
ea034b51-6d2f-4afe-98f3-2f693460142c,Cliente_1696,1955-10-11,cliente_1696@test.org,+97-592-2651687,"[""Av. Siempre Viva 120""]",50.58,regular
2997bf9b-2474-46f3-85a4-3edddb0e1978,Cliente_1697,1958-10-07,cliente_1697@mail.com,+26-124-1313255,"[""Calle del Sol 157""]",35.91,regular
f780098d-5b6c-46d4-b53f-20ec34fb7220,Cliente_1698,1991-07-17,cliente_1698@test.org,+61-820-7544872,"[""Calle del Sol 649""]",27.42,regular
53292791-3857-4906-a07d-52ba90979fcb,Cliente_1699,1970-06-20,cliente_1699@mail.com,+42-682-5227794,"[""Av. Los Pinos 770""]",39.49,regular
b6097d47-0a07-4763-96f7-a3b2001df844,Cliente_1700,1959-08-01,cliente_1700@example.com,+81-941-9593861,"[""Av. Los Pinos 810""]",64.28,regular
35525999-7bab-46e3-8b92-2505f7bcf81d,Cliente_1701,1975-05-19,cliente_1701@mail.com,+14-619-2242400,"[""Av. Siempre Viva 633""]",92.74,regular
3873ced9-f8a2-43df-bbea-9eb82df1dd09,Cliente_1702,1978-06-21,cliente_1702@mail.com,+24-417-9137618,"[""Av. Siempre Viva 211""]",72.21,regular
97b3db77-e305-4ba9-9cee-71e2642c9809,Cliente_1703,1984-04-28,cliente_1703@mail.com,+36-194-6808164,"[""Calle Falsa 611""]",66.91,regular
3ad3d097-67f2-4289-9612-69b596141995,Cliente_1704,1959-03-06,cliente_1704@test.org,+70-468-1572905,"[""Calle Falsa 958""]",14.58,regular
6917f962-c7b4-41b4-9d60-0499e60e328f,Cliente_1705,1995-12-15,cliente_1705@test.org,+2-215-3110734,"[""Av. Los Pinos 539""]",54.92,regular
9150c78b-9945-431e-b0c0-8aedf9d34c57,Cliente_1706,1973-08-21,cliente_1706@mail.com,+45-394-5446952,"[""Av. Los Pinos 345""]",93.18,regular
f519f311-32b3-4145-8e63-323da643e330,Cliente_1707,1951-07-29,cliente_1707@mail.com,+91-118-8130605,"[""Calle Falsa 911""]",54.99,regular
ab75866b-11e5-4858-8add-4e4d911ffd6a,Cliente_1708,1998-06-25,cliente_1708@example.com,+90-909-2806749,"[""Calle Falsa 486""]",47.04,regular
e91e53be-cb1d-4f3e-9549-5f75013efbe0,Cliente_1709,1976-05-15,cliente_1709@test.org,+62-342-7908385,"[""Calle Falsa 616""]",37.63,regular
b68388b9-09f6-4b2e-9167-079db2c5a58a,Cliente_1710,1980-10-24,cliente_1710@test.org,+88-285-8736782,"[""Av. Siempre Viva 586""]",29.63,regular
8b42a9fc-79aa-4824-9ad8-7b262ee0121c,Cliente_1711,1963-11-10,cliente_1711@test.org,+59-646-7337969,"[""Calle Falsa 27""]",21.47,regular
b3fe3ff7-107e-457a-aa75-246ebbd7866c,Cliente_1712,1966-03-11,cliente_1712@mail.com,+23-427-5648799,"[""Av. Los Pinos 751""]",14.09,regular
bb0687f0-a53e-4d7c-8fb3-68dced44840b,Cliente_1713,1960-02-21,cliente_1713@example.com,+55-591-8977272,"[""Av. Los Pinos 670""]",89.34,regular
caed9eeb-4451-40b6-a0df-8c929442a6f2,Cliente_1714,1990-05-22,cliente_1714@test.org,+49-821-3627523,"[""Calle Falsa 463""]",57.88,regular
bc72fc67-559d-439c-87d6-6e751bcd19ef,Cliente_1715,1971-01-18,cliente_1715@example.com,+74-830-9043294,"[""Av. Los Pinos 643""]",80.99,regular
eae00729-6863-4eaa-b2a7-dd185a07d450,Cliente_1716,1988-09-12,cliente_1716@example.com,+60-141-5162455,"[""Calle Falsa 1""]",99.0,regular
5d9a7916-e5f7-40c5-9d12-cd79f57298c5,Cliente_1717,1971-07-26,cliente_1717@test.org,+17-380-1401039,"[""Av. Los Pinos 56""]",11.05,regular
2d4d832a-f917-45f1-b4ae-e8c06f5deefb,Cliente_1718,1982-11-17,cliente_1718@example.com,+21-147-8054628,"[""Av. Los Pinos 231""]",36.58,regular
9fe71fe9-4462-4d7f-bbf7-90cdfab02fe8,Cliente_1719,1963-05-16,cliente_1719@example.com,+24-760-2209144,"[""Av. Los Pinos 729""]",83.47,regular
35b48f92-36fe-41d6-8664-d4cc21406d91,Cliente_1720,1972-05-09,cliente_1720@example.com,+35-160-7442432,"[""Av. Los Pinos 889""]",16.08,regular
e27ef25c-0c6d-43a6-9487-d9e6a12e79c8,Cliente_1721,1986-10-16,cliente_1721@test.org,+29-278-7214968,"[""Calle Falsa 823""]",96.85,regular
a9ed33f6-15f3-496f-bc43-b95b95d6e094,Cliente_1722,1953-12-22,cliente_1722@test.org,+78-645-4163509,"[""Calle del Sol 563""]",49.38,regular
2dce5c61-e6c9-46f4-8e3c-0deb8bf7407f,Cliente_1723,1996-03-12,cliente_1723@example.com,+12-969-6597163,"[""Calle Falsa 808""]",64.35,regular
171782ec-eb1b-4f47-b4a8-fc10b212157b,Cliente_1724,1995-07-30,cliente_1724@example.com,+26-983-1828696,"[""Calle del Sol 392""]",85.98,regular
b2c74313-c95d-47a2-97c7-0e59537dee2a,Cliente_1725,1990-02-17,cliente_1725@test.org,+62-826-9900151,"[""Av. Los Pinos 18""]",66.75,regular
20b62f28-5d7c-476e-87fb-681fdc5f3e56,Cliente_1726,1972-11-22,cliente_1726@mail.com,+64-870-4695787,"[""Calle Falsa 704""]",91.96,regular
440c90ea-6b40-49cf-8af0-d3f1c3278b5b,Cliente_1727,1971-02-14,cliente_1727@example.com,+45-975-8470511,"[""Calle Falsa 702""]",92.22,regular
884077bc-2aa0-4ad2-8606-bc0f5ec252ab,Cliente_1728,1968-07-01,cliente_1728@example.com,+29-335-8751770,"[""Av. Siempre Viva 582""]",32.69,regular
